title,views,posted
"EPISODE 607 | NONHLE THEMA On O Access , Chris Brown, Money, Unfollowed, P Diddy, Fame, Influencers",645000.0,2 months 
PNC Live Show on A South African Perspective with Kagiso Lediga,176000.0,2 months 
"Record Labels, Uncle Waffles, Music Videos, Nkosazana Daughter, Kelvin Momo & Babalwa M, Ghost Hlubi",146000.0,2 months 
"EPISODE 606 | Uncancelable, EFF Saga, Dingaan Thobela,Women For Change,Kelvin Momo, Elon Musk Robots",465000.0,2 months 
"Bantweezy LIVE SHOW: Seekay, Milestones, Red & green flags from Friends, A- Reece, Cancel Culture",259000.0,2 months 
"EPISODE 605 | AYMOS On Emcimbini, Mas Musiq, Samthing Soweto, DJ Maphorisa, Young Stunna, Management",448000.0,3 months 
"PNC On Being Prepared Yet Unprepared, Why Crying is Important, What’s Going On with Mac G?!",130000.0,3 months 
"Gatekeeping, Chris Brown, TikTok, Scotts Vs Leemackrazy, Justgigi,Cheating,Slay Queens, Fake Alcohol",115000.0,3 months 
"EPISODE 604 |Drip FootWear,Prof Phakeng , Kabza Da Small, Nkosazana Daughter, Filly and Chunkz Show",558000.0,3 months 
"Drip, Strongbow, Makhadzi, A-reece, House of BNG, Chris Brown and Pillow Talk | Spreading Humours💈",286000.0,3 months 
"CowBoii, Mellow & Sleazy & Scotts Maphuma - eGoli (Music Video) BTS with Chillers Punch",22000.0,3 months 
"EPISODE 603 |DAWN THANDEKA KING on Blood Legacy,Shembe Church,Uzalo,Shaka Ilembe, Relationship Goals",344000.0,3 months 
"PNC on an Apology to Kedibone Mulaudzi, The Art of Apologizing, Owning Our Mistakes",124000.0,3 months 
"Underrated AMAPIANO Producers,Opening for Chris Brown, Female AmaPiano Acts, Zee Nxumalo, Shebeshxt",118000.0,3 months 
"EPISODE 602| Bonang ,Casper Nyovest Cheating ,Nota , Emtee , Flex Rabanyane ,Uncle Vinny vs Sfiso",574000.0,3 months 
"Ucnle Vinny vs Sfiso, Cassper Nyovest, positive Beefs, Live Show, Djying | Spreading Humours",337000.0,3 months 
"CHILLERS PUNCH AD Reaction With Zille Wizzy, Tsitsi Chiumya, Thato (Black Studio) and Liziwe",59000.0,3 months 
"EPISODE 601 | BRIAN BALOYI On Kaizer Chiefs, Sundowns, Liverpool , Bafana Bafana , Europe, Muthi",238000.0,3 months 
"PNC on The Ultimate Breadwinner, Why Family Comes First & Supporting Your Partner",147000.0,3 months 
"Buying Awards, Usimamane Vs Nasty C, PianoHub & Njalos, Itumeleng Bokaba, Sampling, Busta Ryhmes",100000.0,3 months 
"EPISODE 600| SAMA Awards ,Lekompo Mix ,Mihlali N,Cardi B Offset,Naak Musiq,Senzo Meyiwa Court Case,",391000.0,3 months 
"Matric Dance 2024,Chris Brown,Jesus Coming Back, Getting Married Young,Sonwabile | Spreading Humours",233000.0,3 months 
"EPISODE 599 | N3 snow, Freak Offs, P Diddy, Kim Kardashian, Shxtsngigs, Tbo Touch, Enigma",728000.0,3 months 
"PNC on Heritage Day, Embracing My Name, The Truth About Apartheid & Humor in a Woke Culture.",139000.0,3 months 
"Piano Hub, Listening Sessions, Malaika, Pabi Cooper, Amapiano Overplayed In Clubs, Lekompo,Sir Trill",84000.0,3 months 
"EPISODE 598 | PASTOR MBORO on Jail, Money Laundering , Pastor Bushiri , Raising the Dead , Heaven",1100000.0,3 months 
"Joe Budden, Hate On Female Creators, Mpho Popps is Back, Lekompo, Karishma, Beef | Spreading Humours",177000.0,3 months 
"EPISODE 597I DJ Cleo,Piano Pulse, Ukuthwala ,P Diddy Arrested , South Korea, MacGs Sweden Trip, RAF",283000.0,3 months 
"PNC On A Shocking School Story, Seeing My Bully Succeed in Life & Humor in a Woke Culture",187000.0,3 months 
"Piano Pulse on Piano Love, Tyla VMA, Samthing Soweto, Couch Casting,Groove MC's, Riders,Lekompop",97000.0,4 months 
"EPISODE 596 | DJ Cleo, Kabza De Small, Gcina Mkhize, Tom London, Steve Lekoelea, Brickz , AI Music",509000.0,4 months 
"Doritos Grilled BBQ, Mini United SA, Being Ghosted ,Be Kind , Favourite Artists | Spreading Humours",182000.0,4 months 
"Unlocking Your Value with SLIKOUR feat DJ SBU , TEKO MODISE , ZWAI BALA | The Barber's Chair S1E01",168000.0,4 months 
"EPISODE 595 | DANNY K On White Privilege,Mandoza Businesses ,Nelson Mandela,YFM,J Something,Amapiano",253000.0,4 months 
"PNC on Unlocking Your Potential , How Innovation Can Hurt Culture, A Shared Brain in Humor.",102000.0,4 months 
"Music Royalties & Masters, Female DJ's, Amaroto, Thuli Pongolo, DJ Tshegu, DJ Maphorisa, Piano Camps",88000.0,4 months 
"EPISODE 594 I Kwa Mai Mai, Maphorisa vs Samthing Soweto, Mapaputsi,Big Zulu 200 bars, Preservatives",806000.0,4 months 
"Maphorisa, Rappers with Kids, Seemah's trip, Latoya , The signs of depression, I SPREADING HUMOURS💈",299000.0,4 months 
"EPISODE 593 | Msawawa On Skomplaas, Child Star, KZN Culture, Story Time Amapiano vs Kwaito, Zola",368000.0,4 months 
"PNC on Experience at a Lesbian Club, Exploring The Power of DJs,Why We Fear Aging with SOL PHENDUKA",145000.0,4 months 
"Haters,Promoters, Artists Dating Their Managers, Exclusives, Piano Love, Contracts I AMAPIANO PULSE",103000.0,4 months 
"EPISODE 592IVaginosis,Udeme Okon,Mlungisi Maseko,Afro Beats,Chicco Twala,Khanyi Mbau,Thabiso Sikwane",499000.0,4 months 
"SA is Multiverse, Buying Cars, Co-Hosting, Parent-Child Relationship, Prayer I SPREADING HUMOURS💈",309000.0,4 months 
"EPISODE 591 | Tman Xpress On Quitting 9-5 Job, iMnandi Lento, Dj Maphorisa, Managers, Booking Fees",446000.0,4 months 
"PNC on Exploring Death and Coping with grief, Celebrating Life After Death,, Legends, Sales and more",133000.0,4 months 
"EPISODE 590| OSI on Radio, Podcasting, Xenophobia, Burna Boy, Amapiano & Afrobeats",56000.0,4 months 
"EPISODE 589 |Acting, Verwoerd, Two Pot system, Christiano Ronaldo, SA’ns Abroad, William Smith, Bolt",460000.0,4 months 
"Yanda's Birthday, Coca-Cola Wozzaah, Culture Shock, Isithembiso, Nomzamo Mbatha I SPREADING HUMOURS💈",258000.0,4 months 
"EPISODE 588 |CARLO RADEBE On Life Choices, Unemployment,Backstage,Regret,Mfundi Vundla, Spirituality",409000.0,4 months 
"PNC on Fake Advertising, Greatest Collaborations & How to Send a Proper Voice Note!",146000.0,4 months 
"PIANO PULSE EP.1| New Music, Leemcrazy's Car, Events, Thulani Day, Kwa Gogo, Zee Nation, Cyan Boujee",135000.0,4 months 
"EPISODE 587 |Amapiano Pulse, Yoga, Bad Boys, Floyd Shivambu, Inno Matijane, Rosie Motene Lawsuit",624000.0,4 months 
"Aliens, Mihlali , Lost Cute, Criminals, Bontle Modiselle, Kwesta, Piano & Love I SPREADING HUMOURS💈",324000.0,4 months 
"EPISODE 586 | Katlego Danke & Melusi Mbele On Backstage,Covid,Royalties, Butchers Soul,Connie Chiume",468000.0,5 months 
"PNC on the Impact of music in our lives, Business of music and the Rise and fall of artists",142000.0,5 months 
"EPISODE 585 | MIKEY MUZIK on Working with Justin Bieber , Ariana Grande , Stormzy , Sons of Sonix",28000.0,5 months 
"EPISODE 584 | Miss SA 2024, Pastor Mboro, Mr Beast, Oscar Mbo, Phat Joe, John Kani, Letsile Tebogo",638000.0,5 months 
"Rea Da Soul on DJing, Family, Kmat , Tattoos, Pastor Mboro, Mihlali, MissSA | SPREADING HUMOURS💈",246000.0,5 months 
"SIPHIWE FINDING LOVE | Zillewizzy, Tsitsi, MacG, Sol Phenduka",170000.0,5 months 
PODCAST AND CHILL x BET AWARDS Experience | Los Angeles | Vlog,131000.0,5 months 
MacG x Emjaykeyz feat Mthunzi-Lunganele (Lyric Video),7100.0,5 months 
"EPISODE 583 I UNATHI on Miss SA, Mihlali ,Open Relationships ,Divorce,Kaya FM Lawsuit,Idols ,Somizi",1400000.0,5 months 
"PNC on What happened to our relationship with TV, Old TV Game Shows, Social Media Impact on media.",142000.0,5 months 
"EPISODE 582| BIG SLIM on Influencing , Cardi B,Amapiano Vs Afrobeats ,Comedy,Tyla, Content Creation",58000.0,5 months 
"EPISODE 581| Love & Heartbreak, Queen Modjadji , Paris Olympics ,Lekau Sehoana, Mawhoo, Anele Mdoda",453000.0,5 months 
"Group Break Ups, Groove Pet Peeves, PR Statements, Olympics Da Les, Pillow Talk I SPREADING HUMOURS💈",291000.0,5 months 
"EPISODE 580 | MALAIKA On Stouters, Break Up, Guffy, Sony Music, Lindelani Mkhize, Mafikizolo,Destiny",655000.0,5 months 
"PNC On Exploring Humor in Religion, God's Grace, Why is Halal Meat More Delicious and Special.",132000.0,5 months 
"EPISODE 579 | TAMIKA AND MYSONNE On Being Black In America, Drake vs Kendrick, P Diddy, Palestine",71000.0,5 months 
"EPISODE 578 | Prison Raids, Lobola Funds, Siyacela, Olympics, Da Les, Malume Vector, Maglera Doe Boy",657000.0,5 months 
"Malome Vector,Narra Smith vs Onezwa,Blxckie x Lucas Raps, Manzi Nte, DJ Maphorisa and Young Stunna",271000.0,5 months 
"EPISODE 577 | Sol's Accident, Big Zulu, Podcast Wars, Olympics, Limpopo Cartel, Joe Biden Steps Down",508000.0,5 months 
"PNC on Do We Love Crime, The Criminal Mindset, How Bargains Can Trap You & Crime During Covid",136000.0,5 months 
"EPISODE 576 |Ask an American,How To Make It in Hollywood,Rizz in America,African Woman,USA Elections",106000.0,5 months 
"EPISODE 575 I LeeMckrazy , Nkosazana Daughter, Sipho Ndlovu, Ntaba Yase Dubai ,Sir Trill vs Grootman",548000.0,5 months 
"LASIZWE on Ultimate Girls Trip ,Awkward Dates, Somizi, Youtube king, Sir Trill, Mohale, Mandela Day",446000.0,5 months 
MACG x HEART BEATS feat Thothi - Injabulo (OFFICIAL MUSIC VIDEO),69000.0,5 months 
"EPISODE 574 I MICHAEL BLACKSON on Africa To America, Katt Williams ,Fake Accent,Typecast, Polygamy",252000.0,5 months 
"PNC on Family Dynamics, Expressing Your Emotions, Healing Trauma & The Ultimate Show Name Showdown",132000.0,6 months 
"EPISODE 573 I Trump Assassination, Sir Gayton Mackenzie,Moshe Ndiki, Malaika, Kabza vs Momo, Eminem",533000.0,6 months 
"Moshe Ndiki, Durban July Outfits, Focalistic, J molley on Emtee, MacG on Gaytons list, Mbappe",293000.0,6 months 
MACG x DJ STRESSER & GIVEN KANU-Impilo Yam feat Subzero JGhost The Entertainer(OFFICIAL MUSIC VIDEO),20000.0,6 months 
"EPISODE 572 | AKON On Micheal Jackson, Africanism, Eminem, Costa Titch, Polygamy, Akon City, Amirror",410000.0,6 months 
"Finding A New Name ,Durban July Vibes,Celebrating 20 Years of Zakes Bantwini IThe Cheese Gang Show 🧀",101000.0,6 months 
"EPISODE 571 I 2024 BET Awards Review ,Sexy Redd,DJ Mustard, Jub Jub vs Amanda Du Pont ,Denis Zimba",492000.0,6 months 
"Popcorn & Cheese Drama , Moja Love, Seemah's Birthday, Unpacking Youtube Beef I SPREADING HUMOURS💈",311000.0,6 months 
"EPISODE 570 | LADUMA on Maxhosa,New York Store, Riky Rick,Black Coffee,Local Brands vs Global Brands",257000.0,6 months 
"The Cheese Gang Show: New Format, Honest Conversations, Social Commentary I EP 01",150000.0,6 months 
"EPISODE 569 | 2024 BET Awards,Miami vs LA, Papoose,Makhadzi, Monde Twala,American Strip Clubs,Common",360000.0,6 months 
"TOKA on Acting , Youngins, Relationships, Boston Media Campus, Smash or Pass I SPREADING HUMOURS💈",221000.0,6 months 
"EPISODE 568 | JIM JONES on Dip Set, Drake, Kid Cudi, Hip Hop, Amapiano, Music Business",189000.0,6 months 
"EPISODE 567 I Shesanyama USA ,Amapiano in America, Black Coffee, American Food ,SA Woman vs American",307000.0,6 months 
"LEBO on Youngings, Acting, Kabza's Symphony, Respecting The Theme I SPREADING HUMOURS 💈",274000.0,6 months 
"EPISODE 566 | SA 2024 POST-ELECTION Special with Eugene Khoza, Zimasa, Jan Moganwa, and Mike Sham",215000.0,6 months 
"EPISODE 565 ISA Tour Finale,Popcorn & Cheese Ending ,Bantweezies,Ask A Men/Women,Skomota , GNU Deal",399000.0,7 months 
"Al Xapo, Youth Votes, DJ Maphorisa,Tyler ICU,Manzi Nte,Ultra Soft, Smash or Pass SPREADING HUMOURS 💈",182000.0,7 months 
"MacG x Sir Jay Lute feat Nothy , Buhle Ndalow, Sandy6eats & Man'Q - Impumelelo ( Lyric Video)",14000.0,7 months 
"EPISODE 564 | USA Tour, Kabza De Small, Wiz Khalifa, ShebeShxt, Latoya Makhene, AI, Njelic,Shein Tax",592000.0,7 months 
"Mpho Popps Birthday EP on Birthday Show, JazziQ, Durban July, Nike Deal & Kabza De Small |🍿& 🧀",173000.0,7 months 
"EPISODE 563 I DJ Ankletap on YFM, Divorce, Rehab Saga, J Molley, Kabza De Small ,Ama Kip Kip, My Sol",297000.0,7 months 
"SHAKES N LES on Funk Series, Djing, Zille's Lost Phone, Female & Male Friends I SPREADING HUMOURS 💈",317000.0,7 months 
MacG x Heart Beats feat Thothi- Injabulo,15000.0,7 months 
Sol Phenduka x Khathapillar x Smash SA feat Kamoh Xaba - Diqabang (Visualizer),1300000.0,7 months 
"EPISODE 562 | Traditional Food, DJ Fresh, X, Thabo Bester, Nkosazana Daughter, Dr Fauci, Kanye West",527000.0,7 months 
"The Axe Effect on Building Brand Loyalty, Embracing Your Flaws, Overcoming Imposter Syndrome, |🍿& 🧀",63000.0,7 months 
"EPISODE 561 I SA 2024 Elections, Jacob Zuma vs ANC, Coalitions, Mr Jazziq,J Molley, Speech Therapy",505000.0,7 months 
"MOSHE NDIKI Ready Steady Cook, Parenthood, Presenting, Acting, Beauty Peagents ISPREADING HUMOURS 💈",352000.0,7 months 
"EPISODE 560 | EMTEE on DJ Maphorisa,Snitching, State Of Hip Hop, Areece,Beef with Tyla,Mikes Kitchen",770000.0,7 months 
"BIG ZULU on Power of Belief, Driving, Inspirations for Rap , Live Musical Movie |🍿& 🧀",121000.0,7 months 
"EPISODE 559 I TBO Touch, 2024 Elections, SARS vs Zahara, Weak Masculinity, Kefilwe Mabote, Gcinile",566000.0,7 months 
"Influencers vs Musician ,The EFF Tour,Liema on Big Brother,Music, Anger issues ISPREADING HUMOURS 💈",325000.0,7 months 
"EPISODE 558 | SA 2024 ELECTIONS Special with JJ Thabane , David Mashabela , Zimasa and Mike Sham",621000.0,7 months 
MUSA MOTHA: A Journey of Triumph & Resilience In The World of Arts and Entertainment |🍿& 🧀,67000.0,7 months 
"EPISODE 557 I Tshwala Bam Remix , Spotify , Uncle Waffles,Musa Keys ,P Diddy Apology ,Kabza De Small",467000.0,7 months 
"NHI Bill, TUT freashers, Upclose Podcast Gate, House Party vs Clubs I SPREADING HUMOURS 💈",178000.0,7 months 
"EPISODE 556 I Honorary Doctorate, Diamond Walk, Past Mistakes, Maxhosa, Rich Mnisi, Succession Plan",420000.0,8 months 
"SIFISO NENE on The Power Of Comedy, Scriptwriting, Winchester Hills, Late Uncle Auction |🍿& 🧀",159000.0,8 months 
"EPISODE 555 I IFANI, Luvo Manyonga, DA ,King Misuzulu ,Baby Mama Drama , Master KG, AKA , Proffessor",446000.0,8 months 
"Bantweezy Take Over,Mihlali vs Rihanna, Met Gala, PTA vs JHB Groove,King Oumar I SPREADING HUMOURS 💈",222000.0,8 months 
"EPISODE 554 I Tour Ratings, Drake vs Kendrick Lamar , DJ Etiquette,Met Gala,DJ Tira , Minnie Dlamini",484000.0,8 months 
"DIDINTLE KHUNOE on Woman in Film, Loction Bioscpoes, Flight Fees, Black Woman Empowerment|🍿& 🧀",68000.0,8 months 
"EPISODE 553 I Phat Joe, Rental Saga , Unfollowed Amanda DuPont , Dingaan Thobela , Drake vs Kendrick",474000.0,8 months 
"Metro FM Awards,Jelly Babie,Body Counts, Toss on Umlando, Hip Hop, Music game, Young Stunna, Boity |",340000.0,8 months 
"EPISODE 552 | Brenda Ngxoli On Awards, Dating, Unemployment, Couch Casting Ferguson Films,Motherhood",548000.0,8 months 
"CHAD JONES talks about being Engineer to Entertainment, Discovering Dez, Diversity, Dancing Shoes",86000.0,8 months 
"EPISODE 551 I Boloyi, Mamkhize, Kabza, Yeezy, Black Motion, Pleasure Tsa Manyalo, Peter Mashata",456000.0,8 months 
"Usimamane On The Come Up, Underatted Rapper, Blxckie, Nasty C and Major Steeze 💈SPREADING HUMOURS",340000.0,8 months 
"EPISODE 550 | AN EXCLUSIVE with Author of AKA & Anele Tembe's book, MELINDA FERGUSON tells all!",368000.0,8 months 
"Mpho Sibeko on Drama Shool, Young Simba, The Evolution of Child Stars, Pageants to Pop Stars |🍿& 🧀",78000.0,8 months 
"EPISODE 549 I Kabza De Small, Dubai Floods, Nyaope Problem, Boity, Amapiano Camps ,KPMG ,Sterkinekor",524000.0,8 months 
"New Friendships, Minenhle, Chicco,Polygamy, Cotton Fest I SPREADING HUMOURS 💈",359000.0,8 months 
"EPISODE 548 | Drake,Thando Thabethe, Benilyn, DJ Zinhle,Nonhle Thema,Brenda Ngxoli,Afterlife,Netball",478000.0,8 months 
"J'SOMETHING on Soul Candy Rooftop Evolution of Racial Terminology, Hats of Success, FKJ |🍿& 🧀",91000.0,9 months 
Manchester City's Title Race and Challenges Ahead | ManCity VS Arsenal | ONSIDE ZA ⚽️,1700.0,9 months 
Barcelona Are Trying To Convince Xavi To Stay At The Club | ONSIDE ZA ⚽️,1100.0,9 months 
Naby Keïta Suspended For Refusing To Play For Bremen | ONSIDE ZA ⚽️,1000.0,9 months 
"EPISODE 547 I Ready Steady Cook, Ba2Cada , Kendrick vs J Cole, Mike Motivation, JJ & Politics Lobola",357000.0,9 months 
"Kendrick Lamar Campaign, Double Perspective, Kabza de Small, Rasta, One must go💈SPREADING HUMOURS",175000.0,9 months 
"EPISODE 546 | Bravo B And Makhekhe On Big Brother Disqualification, Consent,Ego,Housemates,Isithembu",259000.0,9 months 
"AYANDA ALLIE: From Township to Success, Hilarious Stories, Changing Culture, Attitude and People🍿& 🧀",68000.0,9 months 
Empowering Local Economies: Proudly SA's Summit on Supporting Small Businesses,104000.0,9 months 
"EPISODE 545 I Nigeria Trip, Hip Hop Slang, Mihlali, Sello Maake-ka-Ncube,KPMG Scandal , Luke Fleurs",517000.0,9 months 
"Chicco , Friendship Connections, Love Backs, Easter Weekend , Social Meida,Arjin💈SPREADING HUMOURS",361000.0,9 months 
Joey On Being A Single Dad During The Rise Of His Career | POPCORN AND CHEESE,2200.0,9 months 
Penny Ntuli And Radio Salaries | PODCAST & CHILL,31000.0,9 months 
Throwing It Back To The Gold Old Days Of Phat Joe Show And PMS | POPCORN AND CHEESE,1400.0,9 months 
Diversifying City Revenue Streams For Economic Growth & Cultural Development | PODCAST & CHILL,2000.0,9 months 
Justice Served: Jackie Phamotse Sentenced For Defaming The Khumalo’s | PODCAST & CHILL,18000.0,9 months 
What’s On The Team’s Mind | SPREADING HUMOURS,3600.0,9 months 
Grootman Was So Mean And Cruel On Gcinile | SPREADING HUMOURS,11000.0,9 months 
Here Is How The Municipal Budget Is Collected From You | PODCAST & CHILL,1900.0,9 months 
AUGUSTO PALACIOS | Football As A Child | Philosophy | SA Development | Sacrifices | ONSIDE ZA ⚽️,8400.0,9 months 
"EPISODE 544 | MINISTER OF ELECTRICITY Kgosi Ramakgopa on Load Shedding , Coal Mafias , Nicki Minaj",362000.0,9 months 
"Joey Rasdien on Social Commentary, The R3k Kissing Challenge, Inspiring the Next Generation |🍿& 🧀",76000.0,9 months 
"EPISODE 543| P Diddy, Easter Weekend, Education, Gagasi FM,Jackie Phomotse, Adv Teffo, Kwena Maphaka",504000.0,9 months 
