title,views,posted
"""THE BETTER MODEL IS AN ECOSYSTEM OF CHANNELS INSTEAD OF ONE CHANNEL FOR ALL"" - DR SIZWE MPOFU-WALSH",472.0,11 days 
"""I THINK OF SMWX AS AN IMPORTANT HISTORICAL ARCHIVE"" - DR SIZWE MPOFU-WALSH",371.0,11 days 
"""MY WIFE WAS CLEAR FROM DAY 1 THAT SHE WANTED MARRIAGE"" - DR SIZWE-MPOFU-WALSH",16000.0,11 days 
"""I STOPPED DRINKING THE DAY MY WIFE AND I STARTED DATING"" - DR SIZWE MPOFU-WALSH",26000.0,12 days 
"""THE GAYTON INTERVIEW WAS BRILLIANT CONTENT BUT NOT THE BEST EPISODE IVE DONE"" -DR SIZWE MPOFU-WALSH",4500.0,12 days 
"""SABC HAD THEIR OWN DIRECTION FOR THE SHOW, DIDNT FIT MY STYLE OR PERSONALITY"" -DR SIZWE MPOFU-WALSH",3400.0,13 days 
"""I LOST TOUCH WITH AKA FOR 10 YEARS SO I DIDN'T WANT TO IMPOSE"" - DR SIZWE MPOFU-WALSH",51000.0,13 days 
"The Konvo Show: Penuel In Conversation With Dr Sizwe Mpofu-Walsh, SABC, AKA, George Soros, Marriage",84000.0,2 weeks 
"""THE WESTERN CAPE IS ONLY WELL RUN FOR THOSE WHO HAVE MONEY"" - WARRAS STOCK",9800.0,2 weeks 
"""OUR BLACK GOVERNMENT IS IN CHARGE BUT HAS NO POWER"" - WARRAS STOCK",2700.0,2 weeks 
"""CHINA IS BUILDING COAL FIRED POWER STATIONS WHILE WE SELL OUR COAL TO THE WEST"" - WARRAS STOCK",4100.0,2 weeks 
"""WE'RE EXPECTING TO REBUILD A COUNTRY BY PEOPLE WHO'VE NEVER BUILT ANYTHING"" - WARRAS STOCK",18000.0,2 weeks 
"""TO APPEASE THE PUBLIC, THEY HAVE TO THROW THEM SOMETHING"" - WARRAS STOCK",3400.0,2 weeks 
"""I DON'T THINK RIKY RICK'S DEPRESSION WAS BECAUSE OF FAME"" - WARRAS STOCK",15000.0,2 weeks 
"""I STILL DON'T UNDERSTAND WHY RIKY KILLED HIMSELF, I WISH HE DIDNT"" - WARRAS STOCK",62000.0,2 weeks 
"""RIKY RICK WAS UNAPOLOGETICALLY AUTHENTIC, HE HAD IMPACT"" - WARRAS STOCK",4000.0,2 weeks 
"The Konvo Show: Penuel In Conversation With Warras Stock, Ricky Rick, Unreal Engine, Loadshedding...",93000.0,3 weeks 
"""THERE IS A QUEER DICTIONARY THAT'S BEING CREATED IN SOUTH AFRICAN SIGN LANGUAGE"" - ANDISWA GEBASHE",725.0,3 weeks 
"""IF I TAKE A JOB KNOWING SOMEONE MORE SUITABLE FOR IT, IT'S OUT OF GREED"" - ANDISWA GEBASHE",635.0,3 weeks 
"""IF WE ARE GIVING ISIZULU AN OPPORTUNITY, SIGN LANGUAGE SHOULD GET THE SAME"" - ANDISWA GEBASHE",527.0,3 weeks 
"""IT'S UNFAIR TO SAY 'FUND YOUR OWN THINGS' CONSIDERING THE GAP"" - ANDISWA GEBASHE",1100.0,3 weeks 
"""ONCE THEY HAVE ENGLISH SUBTITLES THEY THINK THEY CATERED FOR THE DEAF COMMUNITY"" - ANDISWA GEBASHE",453.0,3 weeks 
"""THE ONLY WAY I COMMUNICATE WITH MY FATHER IS THROUGH VIDEO MESSAGES OR VIDEOCALL"" - ANDISWA GEBASHE",768.0,3 weeks 
"""MISS SA, SAFTAs AND SAMAs ALL HAD A SIGN LANGUAGE INTERPRETER FOR THE FIRST TIME"" - ANDISWA GEBASHE",389.0,3 weeks 
"The Konvo Show: Penuel In Conversation With Andiswa Gebashe, Award Shows, LGBTQI+, Opportunities",4700.0,4 weeks 
"""I WANTED TO QUIT GRADE 9 AND BECOME A TAXI DRIVER"" - TEBOGO KEEBINE",1100.0,4 weeks 
"""ALL ELON MUSK'S BUSINESSES HAVE ONE THING IN COMMON, MOVING GOODS AND INFORMATION"" - TEBOGO KEEBINE",2400.0,1 month 
"""FOR THE LONGEST TIME I THOUGHT MY BUSINESS WAS PRODUCTION, BUT IT'S IN THE IDEAS"" - TEBOGO KEEBINE",519.0,1 month 
"""NOW EVEN THE KIDS IN THE HOOD SOMETIMES LACK RESPONSIBILITY"" - TEBOGO KEEBINE",1100.0,1 month 
"""THE ENVIRONMENT DICTATES THE CULTURE AND HOW YOU BEHAVE"" - TEBOGO KEEBINE",915.0,1 month 
"""IF YOU REALLY LOVE DOING SOMETHING THEN WHY RETIRE?"" - TEBOGO KEEBINE",778.0,1 month 
"""IN ANYTHING, START NOW, STOP WAITING"" - TEBOGO KEEBINE",2100.0,1 month 
"""THE PURPOSE OF MY KID IS TO WORK FOR ME"" - TEBOGO KEEBINE",1500.0,1 month 
"""THEY DONT HATE THAT YOU'RE BLACK, THEY HATE THAT YOUR CULTURE DOESN'T ALIGN"" - PENUEL THE BLACK PEN",4400.0,1 month 
"""BRINGING FORMULA 1 TO SOUTH AFRICA MEANS ABSOLUTELY NOTHING"" - TEBOGO KEEBINE",3500.0,1 month 
"The Konvo Show: Penuel In Conversation With Tebogo Keebine, Entrepreneurship, F1 Races, Nike Shoedog",33000.0,1 month 
"""PEOPLE USE OTHER PEOPLE'S PROBLEMS TO HIDE THEIR OWN"" - SKEEM GP",3100.0,1 month 
"""LEADERS WOULD RATHER WEAPONIZE YOUR PAST JUST TO SHUT YOU DOWN"" - SKEEM GP",2000.0,1 month 
"""SOME OF THE THINGS I'VE DONE MAKE ME BURY MY HEAD IN SHAME"" - SKEEM GP",5700.0,1 month 
"""THE SCHOOLING SYSTEM HAS TAKEN GOD OUT OF SCHOOLS"" - SKEEM GP",2900.0,1 month 
"""I SAY NO TO THE DEATH PENALTY, PEOPLE CAN BE REHABILITATED"" - SKEEM GP",1600.0,1 month 
"""WHEN YOU GET OUT OF PRISON THERE IS NO PLAN FOR YOU"" - SKEEM GP",1500.0,1 month 
"""WHEN I GOT OUT OF PRISON GAYTON MCKENZIE GAVE ME R100,000"" - SKEEM GP",33000.0,1 month 
"""EVERY TATTOO HAS A MEANING WHEN YOU GET IN PRISON"" - SKEEM GP",74000.0,1 month 
"""IN PRISON RIGHTS DON'T EXIST, ONLY PRIVILEGES"" - SKEEM GP",9300.0,1 month 
"""THE SYSTEM IS LIKE A BUCKET OF WATER WITH HOLES, IT IS LEAKING"" - SKEEM GP",3400.0,1 month 
"The Konvo Show: Penuel In Conversation With Skeem GP, Avoiding Crime, After Prison, Owning Your Life",200000.0,1 month 
"""MANY PEOPLE ARE SITTING WITH MY DEMOS & AUDITION TAPES, SOME CAME BACK AND I DECLINED"" - LUNGELO KM",1400.0,1 month 
"""TOO MANY INSTITUTIONS TEACH ENGINEERING, WE NEED MORE FUNTIONAL FET COLLEGES"" - LUNGELO KM",3200.0,1 month 
"""MONEY IS RELATIVE BECAUSE WE HAVE SLAY QUEENS MAKING MORE MONEY THAN ME"" - LUNGELO KM",10000.0,1 month 
"""THE ONLY GRADUATE ALLOWED TO CALL THEMSELVES AN ENGINEER IS NQF8"" - LUNGELO KM",28000.0,1 month 
"""MAKE SURE YOUR PRIMARY SCHOOL CHILD IS EXPOSED TO DIFFERENT POTENTIAL CAREERS"" - LUNGELO KM",1200.0,1 month 
"""I HAD A BARBERSHOP BUSINESS WITH CUSTOMERS LIKE ZAKES BANTWINI"" - LUNGELO KM",2200.0,1 month 
"""IT WAS ONLY IN GRADE 10 WHEN I WASN'T FIRST AND I WAS VERY ANNOYED"" - LUNGELO KM",2500.0,1 month 
"""I'M NOT SCARED OF EXPOSING MY PERSONAL LIFE, IT'S JUST NONE OF THEIR BUSINESS"" - LUNGELO KM",1800.0,1 month 
"The Konvo Show: Penuel In Conversation with Lungelo KM, Engineering, Kids' Exposure, Clash With Dad",30000.0,1 month 
"""WHEN YOU'RE INSIDE A SYSTEM IT'S EASY TO THINK IT WON'T SURVIVE WITHOUT YOU"" - DJ SBU",2500.0,1 month 
"""WHOEVER PAYS IS THE GUITAR PLAYER, AND WHEN THEY PLAY YOU ALL DANCE"" - DJ SBU",2500.0,1 month 
"""THERE'S NO MORE ASKING OUR PARENTS NOW, WE ARE THE PARENTS"" - DJ SBU",705.0,1 month 
"""I REALISED THE ISSUE IS NOT ABOUT CHIDIMMA OR ME, IT'S BIGGER THAN THAT"" - DJ SBU",6500.0,1 month 
"""MASSIV METRO IS NOT DEAD, IT EVOLVED"" - DJ SBU",1700.0,1 month 
"""WHEN IT COMES TO THE SABC POLICIANS ARE HIGHLY INVOLVED"" - DJ SBU",1300.0,1 month 
"""I'M GOING TO DO THE SAME AS MICHAEL JACKSON DID"" - DJ SBU",4800.0,1 month 
"""MY HEART BREAKS WHEN I HEAR CHICCO TWALA SPEAK ABOUT LONGWE"" - DJ SBU",33000.0,1 month 
"""WITH WHAT I'M BUILDING I DON'T WANT MY CHILD DATING JUST ANYBODY"" - DJ SBU",7000.0,1 month 
"""MY CHILD WILL BE IN BUSINESS, LIKE IT OR NOT"" - DJ SBU",2800.0,1 month 
"""WHETHER SHE LIKES IT OR NOT, SHE'S ALREADY MY CHILD"" - DJ SBU",2100.0,1 month 
"The Konvo Show: Penuel In Conversation With DJ Sbu, Parenting, Radio 2000, Music Industry, Legacy",34000.0,1 month 
"""I'VE SEEN PEOPLE GET IN TROUBLE IN A TAXI FOR SPEAKING ENGLISH"" - GIVEN MASILELA",3200.0,1 month 
"""YOU'D BE SHOCKED THE AMOUNT OF THINGS WOMEN LET PASTORS GET AWAY WITH"" - GIVEN MASILELA",2900.0,1 month 
"""I'M NOT SAYING YOU'RE THE PROBLEM, I'M SAYING YOUR APPROACH IS"" - GIVEN MASILELA",2100.0,1 month 
"""FEELS LIKE WE'RE ALL OPERATING IN THE DARK, EVEN THOSE WHO KNOW"" - GIVEN MASILELA",966.0,1 month 
"""WE'RE BUILDING BUSINESSES FOR OUR EGO"" - GIVEN MASILELA",11000.0,1 month 
"""MANY MEN EXPECT THAT IF THEY DON'T HAVE MONEY THEIR WOMEN WILL LEAVE"" - GIVEN MASILELA",11000.0,1 month 
"""YOU'D BE SURPRISED HOW MANY PEOPLE ASSUME FLIGHTS ARE EXPENSIVE"" - GIVEN MASILELA",1800.0,2 months 
"""SOME PEOPLE ARE BUILDING CAREERS ON INSTAGRAM ALONE"" - GIVEN MASILELA",1100.0,2 months 
"""I DON'T LIKE CONTENT DRIVEN BY DRAMA AND CONTROVERSY"" - GIVEN MASILELA",1100.0,2 months 
"""CONTENT IS KING AND SOUND IS 60 TO 70% OF YOUR VIDEO"" - GIVEN MASILELA",546.0,2 months 
"The Konvo Show: Penuel In Conversation With Given Masilela, SA Podcasting, Stable Marriage, Optimism",12000.0,2 months 
"""INFLUENCER MARKETING IS DEAD, THERE'S NO SUBSTANCE TO IT"" - JON SAVAGE",1200.0,2 months 
"""YOU WON'T MAKE REAL MONEY FROM YOUTUBE REVENUE, YOU'LL MAKE IT FROM BRAND ALIGNMENTS"" - JON SAVAGE",1900.0,2 months 
"""EVERYONE'S ALREADY DONE EVERYTHING IN AMERICA, WE HAVEN'T HAD OUR STORIES TOLD"" - JON SAVAGE",827.0,2 months 
"""I FOUGHT THE INDIE FIGHT, BUT NOW ON THE OTHER SIDE, I UNDERSTAND"" - JON SAVAGE",407.0,2 months 
"""AMAZON JUST SOLD A PODCAST FOR $100 MILLION"" - JON SAVAGE",2000.0,2 months 
"""FAMOUS PEOPLE GET INTO PODCASTING WITH HIGH ASSUMPTIONS, THAT'S WHY THEY FAIL"" - JON SAVAGE",942.0,2 months 
"""BRANDS DON'T CARE ABOUT YOUR SUBJECT MATTER, THEY CARE ABOUT YOUR AUDIENCE"" - JON SAVAGE",851.0,2 months 
"""THE WORLD CAN'T ACCESS US BECAUSE WE WORK IN SILOS"" - JON SAVAGE",2400.0,2 months 
"The Konvo Show: Penuel In Conversation With Jon Savage, The Africa Podcast Network, Local Podcasts",16000.0,2 months 
"""TOWNSHIP KIDS AS YOUNG AS 12 OR 13 ARE CARRYING GUNS"" - NKULULEKO NKEWU",4800.0,2 months 
"""HE KILLED ALL THOSE WOMEN BUT NEVER KILLED HIS MOTHER"" - NKULULEKO NKEWU",5400.0,2 months 
"""MOSES SITHOLE WAS A BLACK MAN WHO ONLY KILLED BLACK WOMEN"" - NKULULEKO NKEWU",7100.0,2 months 
"""THE MISTAKE IS WE SEE STARS AND WE WANT TO BE LIKE THEM"" - NKULULEKO NKEWU",5800.0,2 months 
"""I THINK WE HAVE A GREATER RESPONSIBILITY ON THE MICROPHONE"" - NKULULEKO NKEWU",1400.0,2 months 
"""BE CAREFUL THAT THE AUDIENCE DOESN'T INCENTIVIZE YOU FOR SELF DESTRUCTION"" - NKULULEKO NKEWU",1400.0,2 months 
"""AM I PLAYING WITH PROSTITUTION FOR NUMBERS OR AM I PROMOTING IT?"" - NKULULEKO NKEWU",7400.0,2 months 
"""WHAT DO WE DO WHEN A RAPPER REACHES AGE 40 OR 50?"" - NKULULEKO NKEWU",3200.0,2 months 
"The Konvo Show: Penuel In Conversation with Nkululeko Nkewu, Hip-Hop, Moses Sithole, Teaching Love",42000.0,2 months 
"""PEOPLE LIVE WITHOUT MENTIONING THE NAME OF JESUS"" - ZWAI BALA",3500.0,3 months 
"""A LOT OF WHAT IS WRITTEN ABOUT US IS NOT BY US"" - ZWAI BALA",2300.0,3 months 
"""THE JESUS CONCEPT HAS BROKEN A LOT OF FAMILIES"" - ZWAI BALA",24000.0,3 months 
"""CHRISTIANITY IS BASED ON JUDGEMENT, COMPARISON AND SEPARATION"" - ZWAI BALA",5000.0,3 months 
"""WHY IS THIS GOD SO SENSITIVE?"" - ZWAI BALA",6900.0,3 months 
"""LEAVING RELIGION WAS NOT AS EASY AS I THOUGHT"" - ZWAI BALA",9400.0,3 months 
"""WE ARE STILL A DIVIDED NATION WITH NO UNIFIED IDENTITY"" - ZWAI BALA",1800.0,3 months 
"""OUR GOVERNMENT HAS NO UNDERSTANDING OF WHAT CULTURE IS"" - ZWAI BALA",1800.0,3 months 
"The Konvo Show: Penuel In Conversation With Zwai Bala, Drakensberg Boys, TKZee, Losing My Religion",77000.0,3 months 
"""YOU'RE THE PRODUCT OF YOUR ENVIRONMENT"" - TALIFHANI BANKS",1700.0,3 months 
"""I'M THE MODERN DAY WHITEY BASSON"" - TALIFHANI BANKS",591.0,3 months 
"""IF YOU'RE BUILDING FOR THE PEOPLE, IT'S NOT ABOUT YOU"" - TALIFHANI BANKS",451.0,3 months 
"""I'M BUILDING A MARKETPLACE, NOT A BIKE COMPANY"" - TALIFHANI BANKS",477.0,3 months 
"""IF SHE'S NOT THERE I DO NOT EXIST"" - TALIFHANI BANKS",1300.0,3 months 
"""I NEED TO MAKE THIS POWERFUL FOR US"" - TALIFHANI BANKS",532.0,3 months 
"""THIS IS MADNESS, IT IS NOT FOR EVERYONE"" - TALIFHANI BANKS",1700.0,3 months 
"""THE GOAL IS NOT MONEY, THE GOAL IS FREEDOM"" - TALIFHANI BANKS",857.0,3 months 
"The Konvo Show: Penuel In Conversation with Talifhani Banks , Elon Musk, Pick n Pay, Spaza Eats",13000.0,3 months 
"The Konvo Show: Penuel In Conversation with Talifhani Banks, From a Courier to a Software to a Bank",25000.0,3 months 
"""OUR SON, SIFISO, WAS A BLESSING TO US"" - SIZWE NXASANA",1000.0,3 months 
"""I STILL ASK MYSELF WHAT MY FULL POTENTIAL IS"" - SIZWE NXASANA",726.0,3 months 
"""AT MY AGE, THERE'S NO SUCH THING AS RETIREMENT"" - SIZWE NXASANA",1400.0,3 months 
"""THERE ARE WAYS TO IMPART SKILLS TO YOUNG PEOPLE"" - SIZWE NXASANA",853.0,3 months 
"""OF COURSE I AM A BENEFICIARY OF B.E.E"" - SIZWE NXASANA",883.0,3 months 
"""B.E.E IS AN EASY WAY OUT, YOU DON'T NEED TO DO MUCH"" - SIZWE NXASANA",1300.0,3 months 
"""WE WERE HIRED TO KEEP THE HOMELANDS SYSTEM GOING"" - SIZWE NXASANA",1300.0,3 months 
"""I WAS THE 6TH AFRICAN ACCOUNTANT IN THE COUNTRY"" - SIZWE NXASANA",1400.0,3 months 
"The Konvo Show: Penuel In Conversation with Sizwe Nxasana, Sizwe & Co, Telkom CEO, First Rand CEO",59000.0,3 months 
"""A.I SHOULD BE THE NEW MATHEMATICS"" - NICKY VERD",800.0,3 months 
"""AFRICA IS BLESSED WITH PROBLEMS"" - NICKY VERD",947.0,3 months 
"""SCHOOLING AND EDUCATION ARE NOT THE SAME THING"" - NICKY VERD",1400.0,3 months 
"""IF YOU HAVE A SMARTPHONE YOU'RE IN TECH, LIKE IT OR NOT"" - NICKY VERD",981.0,3 months 
"""ARE FOREIGNERS REALLY THE PROBLEM IN SOUTH AFRICA?"" - NICKY VERD",30000.0,3 months 
"""NO MATTER WHAT, YOU'RE NEVER FULLY ACCEPTED IN SOUTH AFRICA"" - NICKY VERD",18000.0,3 months 
"The Penuel Show in conversation with Nicky Verd, Embrace Tech Change, AI Activism, Women in Tech",22000.0,3 months 
"""I'M SORRY, I WAS JUST DEFENDING CHRIS EXCEL"" - NOTA BALOYI",11000.0,3 months 
"""WE NEED TO END OUR FAITH IN ORGANISATIONS"" - NOTA BALOYI",2900.0,4 months 
"""I WON'T BASTARDIZE THE EXISTENCE OF COLOUREDS"" - NOTA BALOYI",8000.0,4 months 
"""A LOT OF WOMEN ARE NARCISSISTS"" - NOTA BALOYI",5200.0,4 months 
"""I WAS TRYING TO KEEP MAC-G AND SOL TOGETHER"" - NOTA BALOYI",22000.0,4 months 
"""I DID MY BEST TO PROTECT AKA"" - NOTA BALOYI",172000.0,4 months 
"""KNOWING THAT PEOPLE WANT YOU DEAD, IT CHANGES YOU"" - NOTA BALOYI",2500.0,4 months 
"""ONLY THE U.S IS VIABLE, EUROPE IS TOO WHITE DOMINATED"" - NOTA BALOYI",1700.0,4 months 
"The Penuel Show in conversation with Nota Baloyi, AKA Case, Independent Media, Divorce",117000.0,4 months 
"""BLACK PEOPLE IN HAITI OR ZIMBABWE HAVE THE SAME MANNERISMS WE HAVE"" - SIPHESIHLE NXOKWANA",13000.0,4 months 
"""EVEN WOMEN GIVING BIRTH IS THE BARE MINIMUM"" - SIPHESIHLE NXOKWANA",3800.0,4 months 
"""GOOGLE SAYS WOMEN ARE STUPID AND EMOTIONAL"" - SIPHESIHLE NXOKWANA",1600.0,4 months 
"""THERE'S A CHANCE GOD MADE MORE THAN JUST ADAM & EVE"" - SIPHESIHLE NXOKWANA",3100.0,4 months 
"""BLACK PEOPLE NEED TO TAKE ACCOUNTABILITY"" - SIPHESIHLE NXOKWANA",2100.0,4 months 
"""IF YOU FLASH IT ON TV IT'S NOT A POVERTY ISSUE"" - SIPHESIHLE NXOKWANA",9200.0,4 months 
"""NOT EVERYONE IS GONNA BE LIKE RORISANG THANDEKISO"" - SIPHESIHLE NXOKWANA",90000.0,4 months 
"""I DON'T AGREE WITH HOW WOMEN CARRY THEMSELVES"" - SIPHESIHLE NXOKWANA",5300.0,4 months 
"The Penuel Show in conversation with Siphesihle Nxokwana, Women Lack Accountability",171000.0,4 months 
"""HOW DO YOU PROTECT YOURSELF FROM MONEY?"" - PENUEL THE BLACK PEN",9700.0,4 months 
"""BE A MASTER ON YOUR OWN SYSTEM."" - MKHULU NSINGIZA",2400.0,4 months 
"""WHAT DOES IT MEAN TO BE AN AFRICAN?"" - MKHULU NSINGIZA",2300.0,4 months 
"The Penuel Show in conversation with Mkhulu Nsingiza , The African Calendar, Colonial Issues",65000.0,4 months 
"""WE DON'T UNDERSTAND THE CONCEPT OF GOD."" - PENUEL THE BLACK PEN",5000.0,4 months 
"""HUMAN IS MADE OF ELECTRICITY."" PENUEL THE BLACK PEN",2700.0,4 months 
"""I HAVE BEEN CELIBATE FOR 20 YEARS."" - SAVYA THE MONK",24000.0,4 months 
"The Penuel Show In Conversation with Savya The Monk, Sanatan Dharma, Bhagavad Gita, Rescuing Soul",42000.0,4 months 
"""SHOULD AFRICA STRIVE TO BE LIKE INDIA AND CHINA?"" PENUEL THE BLACK PEN",2600.0,4 months 
"""WHAT IS AN AFRICAN AGENDA?"" - PENUEL THE BLACK PEN",2000.0,4 months 
"""THE LEADERSHIP OF THE DA IS MADE OUT OF ILLITERATES."" - PHAPANO PHASA",4800.0,4 months 
"The Penuel Show In Conversation with Phapano Phasha, 2024 Elections, Cyril Ramaphosa, Desmond Tutu",59000.0,5 months 
"""I WOULD LOVE TO LIVE WITH MY KIDS'"" PENUEL THE BLACK PEN",3800.0,5 months 
"""WHO ARE YOU?"" PENUEL THE BLACK PEN",2700.0,5 months 
"""I'M COLONIALLY CONDITIONED."" - PENUEL THE BLACK PEN",2900.0,5 months 
"""YOUTUBE PAYS WELL."" - PENUEL THE BLACK PEN",5100.0,5 months 
"The Penuel Show In Conversation with Penson Mlotshwa, Inherited Bad behaviours, Step-Fathering",43000.0,5 months 
"""WHAT IS ""INHLAWULO""?"" - PENUEL THE BLACK PEN",2700.0,5 months 
"""BLACK PEOPLE LIKE TO BE INCLUSIVE WITH EVERYTHING."" - PENUEL THE BLACK PEN",10000.0,5 months 
"The Penuel Show In Conversation with Tebogo Michael Keebine and Sizwe Dube, Sex Education, Porn",83000.0,5 months 
"""WHAT IS YOUR VIEW ON AFRICAN CUSTOMS?"" - PENUEL THE BLACK PEN",3000.0,5 months 
"The Penuel Show In Conversation with Tebogo Michael Keebine and Sizwe Dube, African Custom, iLobolo",36000.0,5 months 
"""DOES A MAN HAVING MORE THAN ONE PARTNER EASE PRESSURE AT HOME."" - PENUEL THE BLACK PEN",7200.0,5 months 
"""HOW DOES MENOPAUSE IMPACT RELATIONSHIPS AND MARRIAGE?"" - PENUEL THE BLACK PEN",1600.0,5 months 
"""WOMEN ARE DEEMED HIGHER RISK FOR PREGNANCY FROM 35."" PENUEL THE BLACK PEN",2000.0,5 months 
"""WHAT IS MENOPAUSE?"" - PENUEL THE BLACK PEN",2400.0,5 months 
"The Penuel Show In Conversation with Xoli Madlala, The Miseducation on Menopause",24000.0,5 months 
"""I WANT TO DO APPRENTICESHIP, I DON'T TRUST BLACK PEOPLE."" - PENUEL THE BLACK PEN",13000.0,5 months 
"""PARTS OF GAUTENG AND FREE STATE BELONG TO LESOTHO TERRAIN."" - PENUEL THE BLACK PEN",4300.0,5 months 
"""SOME ANC POLITICIANS OWN FARMS, WHERE DID YOU GET THE LAND FROM."" - PENUEL THE BLACK PEN",6800.0,5 months 
"""THE REAL MANDELA PASSED AWAY IN PRISON."" - PENUEL THE BLACK PEN",158000.0,5 months 
"""72% WHITE OWNED BY AN 8% WHITE DEMOGRAPHIC."" - PENUEL THE BLACK PEN",7600.0,5 months 
"""BLACK PEOPLE WILL LEAVE BIG PARCELS OF LAND TO GO LIVE IN A SHACK.'"" - PENUEL THE BLACK PEN",8400.0,5 months 
"""THERE IS NOTHING MORE POWERFUL IN THE WORLD THAN LANGUAGE"" - PENUEL THE BLACK PEN",1800.0,5 months 
"""BLACK PEOPLE SHOULD ONLY OCCUPY 10% OF ALL LAND IN SA."" - PENUEL THE BLACK PEN",10000.0,5 months 
PENUEL THE BLACK PEN | History of Land | Land Audit | Ownership Models | Solutions,67000.0,5 months 
I THINK ANC COPIED RUSSIA,4400.0,6 months 
"I FANTASIZE THAT SOUTH AFRICA TO SPLITS INTO TWO."" PENUEL THE BLACK PEN",4700.0,6 months 
"""CHINA IS KNOWN TO BE A SOCIALIST STATE."" - IKE KHUMALO",2700.0,6 months 
"""BLACK PEOPLE DON'T HAVE A SUCCESSION PLAN."" - PENUEL THE BLACK PEN",7500.0,6 months 
"The Penuel Show With Ike Khumalo, Fall of The Berlin Wall | Socialism vs Capitalism | Black Dilemmas",147000.0,6 months 
"""TAXI INDUSTRY LOOKS VIOLENT AND UNAPPROACHABLE."" - SIBONGISENI SHANGE",2400.0,6 months 
"""SANTACO CAN BE A SUPPLIER OF ALTERNATIVE ENERGY."" SIBONGISENI SHANGE",737.0,6 months 
"""RAMAPHOSA HAS SIGNED THE BILL REGARDING E-HAILING."" SIBONGISENI SHANGE",3700.0,6 months 
"""BOLT DISRUPTED THE TAXI INDUSTRY."" - SIBONGISENI SHANGE",5200.0,6 months 
"The Penuel Show With Sibongiseni Shange, SANTACO, E-Hailing, UBER, BOLT, Electronic Cars, TAXIS",30000.0,6 months 
"""I WANT 3HOURS SITDOWN WITH MR JACOB ZUMA."" - PENUEL THE BLACK PEN",3900.0,6 months 
"""VUSI'S EPISODE WAS ANOINTED."" - PENUEL THE BLACK PEN",9800.0,6 months 
"""I PRIVATISED NOTA'S EPISODES."" - PENUEL THE BLACK PEN",12000.0,6 months 
"""I THOUGHT ALL WHITE PEOPLE ARE RICH."" - TEBOGO MICHAEL KEEBINE",6000.0,6 months 
The Penuel Show With Tebogo Michael Keebine (& Sizwe Dube):Reminiscing on all our past episodes,26000.0,6 months 
"""WE DON'T HAVE SANGOMAS IN SOUTH AFRICA."" - ABBA AYALEW AMLAK",35000.0,6 months 
"""WITHOUT BRITAIN THERE IS NO ZULU KINGDOM."" ABBA AYALEW AMLAK",152000.0,6 months 
"""GOVERNMENT IS BUSY STEALING MILLIONS OF RANDS EVERYDAY."" - ABBA AYALEW AMLAK",7200.0,6 months 
"""I SPEND 10 DAYS WITHOUT A NAME.' - ABBA AYALEW AMLAK",9300.0,6 months 
"The Penuel Show In Conversation with Abba Ayalew Amlak, Surnames, Spirituality, Sangomas, Amazulu",457000.0,6 months 
"""THERE IS MORE DOLLAR MILLIONAIRES IN NIGERIA THAN IN SOUTH AFRICA."" - LESEGO MODISE",5200.0,6 months 
"""THIS ECONOMY IS NOT INCLUSIVE."" LESEGO MODISE",1900.0,6 months 
